,anomaly_score
765,0.24228911387196145
766,0.24792024868760001
767,1.195791744272163
768,0.21056014053960032
769,0.33710200692513675
770,0.3911945032876502
771,0.3838040282695121
772,0.4736253788709599
773,0.16622385777852194
774,0.36894657437511846
775,0.2177193406736553
776,0.21717785708176346
777,0.19771036752654847
778,0.2088532580234183
779,0.3812385771866783
780,0.0901358790704541
782,0.14068597795289367
783,0.3220550657539672
784,0.13627363315865254
785,0.19993383071677068
786,0.14965812059351072
787,0.28553715788461526
788,0.40059269963446753
789,0.24009549929844132
790,0.4449838442783688
791,0.3471475784685088
792,0.18196473985055814
793,0.14009809730308512
794,0.3893821442478066
795,0.1386445458341372
796,0.14217750270176527
797,0.33468803663150604
798,0.2694511082166091
799,0.25759126609254596
800,0.4903405218458845
801,0.1943491689151276
802,0.18303027412984835
803,0.2135207333908783
804,0.10471394552990776
805,0.27688799447173995
806,0.12786471842952743
807,0.17191307104834627
808,0.44220166998803734
809,0.369789975165766
810,0.2395376839913059
811,0.1723917319244167
812,0.33845653708875356
813,0.30418427976852663
814,0.3545202361456015
815,0.3383805623582765
816,0.43014941257738365
817,0.2659026990734369
818,0.23135629953055575
819,0.19321914199189258
820,0.11442437744832182
821,0.26266764574973334
823,0.4668143243023499
824,0.46639647186322486
825,0.4043816009231489
826,0.21489492075967018
827,0.20886513818430105
828,0.2115266179194161
829,0.21610172529020635
830,0.395801465536515
831,0.29793262851210844
832,0.3079530693161446
833,0.4124276021392096
834,0.32869766399992956
835,0.402722954743464
837,0.19120140800479685
838,0.8580074868086669
839,0.7413640941593798
840,0.21219781073797725
841,0.7292917444589015
842,0.812577297234736
843,0.7998134271693687
844,0.3366974816747311
845,0.24563201679177993
846,0.27257610350019357
847,0.1414514864099379
848,0.22996917395835514
849,0.18841697107363392
850,0.18556697472390732
851,0.18093425108009464
852,0.2288109511299808
854,0.12069130831593028
855,0.23295423083449085
856,0.3741169962715992
857,0.3380991678785955
858,0.23812029177534877
859,0.19878885874576674
860,0.2924625957640421
861,0.2061357045527122
862,0.2433738299394817
863,0.23934761207680927
864,0.22764002293327215
865,0.22395903581541285
866,0.2966479812621454
867,0.2947107071884816
868,0.3254504735739936
869,0.20731084995171295
870,0.30261367805534045
871,0.21305910390362984
872,0.17440375361594765
873,0.33062370862427426
874,0.23483249804325437
875,0.624824174655192
876,0.24994931753858407
877,0.5229268602754097
878,0.1765940042059981
879,0.25243843523530024
880,0.23860123357307406
881,0.2514634740245366
882,0.13233900264238826
883,0.21180763448812656
884,0.19811750965958458
885,0.38205547664471506
886,0.25830723425562996
887,0.09935715601870614
888,0.1382662274476702
889,0.205823267670803
890,0.2034236942106992
891,0.4728122486770604
892,0.3148269767560415
893,0.2941613031156153
894,0.15817803912787304
895,0.45703557181871635
896,0.20468911195649053
897,0.2690096840788574
898,0.4712303830021781
899,0.20851376796064358
900,0.35655108078543885
901,0.20001249678724936
902,0.2556699928214259
903,0.25566228305638106
904,0.23574805629195422
905,0.2526221731796977
906,0.11382361857246762
907,0.2505510021205054
908,0.12317124269206609
909,0.13592613777240373
910,0.24583201832064733
911,0.24873939229927694
912,0.4785038448660488
914,0.12566076875492485
915,0.13096360605089535
916,0.16033223342203454
917,0.26989910950468854
918,1.4036176767155584
919,0.5649806896747089
920,0.40911158099465195
921,0.25094291944184755
922,0.1655504329066946
923,0.2257015995478803
924,0.3906645880706034
925,0.41084922475710717
926,0.4108745855071776
927,0.4331763322269431
928,0.3908013397183214
929,0.4380046455850407
930,0.18918083664549418
931,0.16619140868805313
932,0.2085365932517501
933,0.18923298221805862
934,0.22064184453499022
935,0.9708776640519732
936,2.0908892802140713
937,0.7537501577777872
938,0.5860489722122686
939,0.2207101989765084
940,0.2931790554925763
942,0.1867229884731229
943,0.249763373901498
944,0.2709029409049139
945,0.40563329032401085
946,0.19210370013030661
947,0.17579629511354727
948,0.6026098714738413
949,0.34859827970690294
950,0.3356229719086026
951,0.18024968977732525
952,0.4224442282433223
953,0.14432846646134337
954,0.19687758139880757
956,0.26146045071403395
957,0.24869861293675036
958,0.2125364411443451
959,0.15348445505610997
960,0.388889516552966
961,0.12459444690473637
963,0.31922819486679976
964,0.3522555226165051
965,0.151537494451405
967,0.3357615278367194
968,0.23224998595696084
969,0.3329524120028985
970,0.18031528609093056
971,0.21905993708798027
972,0.21779065495115996
973,0.18473826745515748
974,0.16524628850797812
975,0.21015464347648122
978,0.2829255474079456
979,0.28408056572292006
980,0.2856224278240352
981,0.15005205914543668
982,0.15124107089590483
983,0.1551242505559792
984,0.16159225776293432
985,0.15823989138016048
986,0.16111143998309402
987,0.1640656656756077
988,0.1403049834355586
990,0.11011814905440664
992,0.2656423582704055
993,0.2918846254583522
994,0.17233762646567874
996,0.7637822211820181
998,0.4804546647312121
1000,0.3025259302040827
1001,0.26269962409423286
1002,0.33950599323329245
1003,0.32249791793432014
1004,0.29899500624970843
1005,0.26657827771514236
1006,0.26877942249821846
1007,0.1885485631743723
1008,0.14909750970668753
1009,0.3583968471483344
1010,0.3910922042860069
1011,0.12226128047136305
1012,0.25414210924594083
1013,0.18704489018583145
1014,0.2272845262554864
1015,0.23201432430212257
1016,0.19689926828076443
1017,0.14017389210854583
1018,0.25520941708129197
1019,0.14778271064642834
1023,0.4405255423682706
1024,0.456255535000347
1025,0.4029108461748338
1026,0.4760671872197324
1027,0.4832481301022297
1028,0.41529949043913944
1029,0.2009126369034578
1030,0.239219378798895
1031,0.29770407842304014
1032,0.3659321870094858
1033,0.19699929564262697
1034,0.1978572944550861
1035,0.19421441739343812
1036,0.17932125628149337
1037,0.2144622596908355
1038,0.18831298480321298
1039,0.2982824291727973
1040,0.22110612419182057
1041,0.2617773884839676
1042,0.23073421222078383
1043,0.21504735659974578
1044,0.2727035750130782
1045,0.22797098808773686
1046,0.14999019567528754
1047,0.2593473852742514
1048,0.2842620393759387
1049,0.19092006165489112
1050,0.15489438965628233
1051,0.1798671246562329
1052,0.1550456128972051
1053,0.2814209964822547
1054,0.1690886875570124
1055,0.1868634182859544
1056,0.16341666583790168
1058,0.40761679353156066
1059,0.19566026298713812
1060,0.19762934401818677
1061,0.20661581573708954
1062,0.2956869065953427
1063,0.23639600475812644
1064,0.27725619003047475
1065,0.23669998701579756
1066,0.2462097500077444
1067,0.24555984550413107
1069,0.15274335736283248
1070,0.6404277841754993
1071,0.18716792375269278
1072,0.2333639396268825
1073,0.1769941322861619
1074,0.15060544446616542
1075,0.36487447429590436
1076,0.14186433167754686
1077,0.21621609952669155
1078,0.2646289865913194
1079,0.2780362507560895
1080,0.3235411509098196
1081,0.1609436634267593
1082,0.2049721406587086
1084,0.3536383670231883
1085,0.3252755338223938
1086,0.2287369611606942
1087,0.29516115794238007
1089,0.29016553470770245
1090,0.21002251767969476
1091,0.2792111331537067
1092,0.16688337363511846
1093,0.23218432688446344
1094,0.2485583251359369
1095,0.29393127597354785
1096,0.2561592609515034
1097,0.20998457774411794
1098,0.2745815865409219
1099,0.17336354756735328
1100,0.35430828680396587
1101,0.14259710348198407
1102,0.3034602360141887
1103,0.2534080611692595
1104,0.24260376684719331
1105,0.29287679924762056
1106,0.17191757015682052
1107,0.1730364097189458
1108,0.15274065607685663
1109,0.5223910021535566
1110,0.17968087991390308
1111,0.32409713702558707
1112,0.2963759074422013
1113,0.2304282117988498
1114,0.21340246242441413
1115,0.45873045342726754
1117,0.19890679268045602
1118,0.16647002692469823
1119,0.3683840978733057
1120,0.23078170939118953
1121,0.19164803843863715
1122,0.19566498121042936
1124,0.30102304470298585
1125,0.41535014177965457
1126,0.18776291686123026
1127,0.3443150417347365
1128,0.1752883491609421
1129,0.3724595419747345
1130,0.2581281536350247
1131,0.2724196743314218
1132,0.2738076785736946
1133,0.2002612852245128
1134,0.18801983043648365
1135,0.18101084186060118
1136,0.2279614098609689
1137,0.2148792612706092
1138,0.18176707277876125
1139,0.17036601728657902
1140,0.2148237792308335
1141,0.10203846003612856
1142,0.10095628358721773
1143,0.21301461145945633
1144,0.19143676849713867
1145,0.11241466122704932
1146,0.3336649839152199
1147,0.45336784857777523
1148,0.2403552249970342
1149,1.0079847166119236
1150,0.1833211774769491
1151,0.20552100581801835
1152,0.1995409246062817
1153,0.18880939008929634
1154,0.16158661185587647
1155,0.19089285108935522
1156,0.48681894363802314
1157,0.21945792140251957
1158,0.1830378238487244
1159,0.27732707835705794
1160,0.3568730214370417
1161,0.33942492070384267
1162,0.2236124689094316
1163,0.2514247692150544
1164,0.2935175100979996
1165,0.2580603848195105
1166,0.2743008058676756
1167,0.2727592800616479
1168,0.31299472301409426
1169,0.6018613683375628
1170,0.3768982643556192
1171,0.48564646351291657
1172,0.2939152707961922
1173,0.14834406752764706
1174,0.2403430272601082
1175,0.3528036494635691
1176,0.19228333783999674
1177,0.30273102478608827
1178,0.2777150995559853
1179,0.2696054384857416
1180,0.27977224345135365
1181,0.29007307495735696
1182,0.29411542299576754
1183,0.2956639297444784
1184,0.4581803899176186
1185,0.41176765468440585
1186,0.5055910797504499
1187,0.1643265643408982
1188,0.17824780657669484
1189,0.3021783351878864
1190,0.15005524064801373
1191,0.18727934858349007
1192,0.1750300985401439
1193,0.26882346325145623
1194,0.22248184075257238
1195,0.1902712840980238
1196,0.2233652663242387
1197,0.22216912225594254
1198,0.787278804093948
1199,0.18632426569806554
1200,0.3139360387152642
1201,0.3190801191231427
1202,0.23281707245141636
1203,0.5782872842278646
1204,0.39167019275953235
1205,0.46040207285926255
1206,0.4185183106950515
1207,0.18054758267115367
1208,0.31084099124057657
1209,0.19278300971983375
1210,0.19878160634600808
1211,0.3988801000523524
1212,0.4155155880517799
1213,0.3884909669545222
1214,0.2793379193833921
1216,0.1966295990960901
1217,0.2283292269833852
1218,0.1770869115424849
1220,0.21482177286443035
1221,0.20167498746831813
1222,0.17068448291158828
1223,0.3099777296208809
1224,0.26946560400845593
1225,0.30537809632625434
1226,0.2672187263794088
1227,0.3043819308514132
1228,0.2052799393861251
1229,0.2809172893475918
1230,0.2891348531588282
1231,0.30582690959308
1232,0.3015651930582506
1233,0.3194843263691255
1234,0.102397971088172
1235,0.22971705835097997
1236,0.275815858209979
1237,0.28738762055159556
1238,0.33601727046307384
1239,0.26587401501013486
1240,0.23358584615280267
1241,0.12475811562089237
1242,0.15898982451514637
1244,0.25592528872307774
1245,0.23776144964081214
1246,0.2666468258655527
1248,0.22030809001373836
1249,0.40125710715309404
1250,0.22204664869585855
1251,0.1976879800468138
1252,0.2168561107016404
1253,0.20659022959387768
1254,0.22330523754569637
1255,0.21228862491770578
1256,0.20586549189459846
1257,0.23302068372303875
1298,0.23936787494877151
1300,0.27039565703860047
1301,0.4069457670021637
1302,0.38069591220121185
1303,0.4358683619696795
1304,0.3744896934863995
1305,0.4923345968329392
1306,0.578018606103653
1307,0.26412060234896517
1310,0.19277441441563734
1311,0.1985158544463334
1312,0.32953137225008544
1313,0.26296641972032786
1314,0.19254711149821235
1315,0.1960767959027796
1316,0.21026513138813516
1317,0.2043430486223067
1318,0.2089887374830648
1319,0.16455645387480644
1320,0.12418568737779638
1321,0.24643495350166103
1322,0.34185811595932775
1323,0.2433115668422193
1324,0.19451369463493504
1325,0.2912787384958147
1326,0.10967527128134194
1327,0.20048961751765088
1328,0.12779409222030239
1329,0.15481845961802435
1330,0.15409960388136895
1331,0.4487270594021123
1332,0.4511478182157617
1333,0.45935131500292886
1334,0.47352239267438795
1335,0.42969316660655105
1337,0.44835943750203294
1338,0.4529947245074346
1339,0.428465111086317
1340,0.5032562131831022
1341,0.4543734562011037
1342,0.4774780254689598
1343,0.43433247978840095
1346,0.14419547720379652
1348,0.20159148871188176
1349,0.5095776743328384
1350,0.23047246223538642
1351,0.15421206628531192
1352,0.13661826405305122
1353,0.1977644999380397
1354,0.11938085218254164
1355,0.2326610061794302
1356,0.3462267105880421
1357,0.2575414986064296
1358,0.2493942371929312
1359,0.1156531946458754
1360,0.8498143540187173
1361,0.5779402224055883
1366,0.20031233658791336
1367,0.17862779068586582
1368,0.17116703531541527
1369,0.18585494547539236
1370,0.18563547049997756
1371,0.20069883486347073
