latent_dim,step_size,val_loss,test_error,anomaly_threshold,maha_dist_ratio_95,anomaly percent
64,16,0.01374877616763115,0.013507244177162647,0.04073658382224713,2.7091989275744184,3.804034582132565
64,8,0.018523382022976875,0.017919497564435005,0.06864989707766181,3.119021372875895,2.5168107588856867
64,4,0.029827667400240898,0.028571583330631256,0.13003847210908148,3.343438294580451,1.729106628242075
64,2,0.06004641577601433,0.057426080107688904,0.2618823431890921,2.9224081148239622,2.478386167146974
64,1,0.4163092076778412,0.38547903299331665,2.0266986269068012,5.327572690962653,1.133525456292027
32,32,0.019880838692188263,0.019502179697155952,0.07028521594776804,3.2538423252012367,2.420749279538905
32,16,0.03396693244576454,0.03309088572859764,0.13373305828239634,3.3743906935710335,2.267050912584054
32,8,0.0543910413980484,0.054129041731357574,0.2033897530127208,2.907575429592833,2.9010566762728147
32,4,0.16446852684020996,0.15803566575050354,0.6415352754424846,2.806318711098155,2.9586935638808836
32,2,0.40279123187065125,0.38482651114463806,2.0248270746622743,5.327572690962653,1.133525456292027
32,1,0.38643985986709595,0.38022756576538086,2.012227755156542,5.152037779977484,1.1527377521613833
16,64,0.05645928904414177,0.05580873414874077,0.4197034133480628,5.303162306190805,0.7108549471661864
16,32,0.05283956602215767,0.052217066287994385,0.22608441965475864,3.429210781857142,1.4985590778097981
16,16,0.05637761577963829,0.0556969940662384,0.19646671050673917,2.938525888728529,2.9394812680115274
16,8,0.09419562667608261,0.09062463045120239,0.3131546494386848,2.5767237365591185,3.554274735830932
16,4,0.40352481603622437,0.38481345772743225,2.023037396518421,5.306038117434403,1.1527377521613833
16,2,0.38194507360458374,0.3814491033554077,2.4752698629335654,5.870100094210352,0.69164265129683
16,1,0.39965134859085083,0.4323877692222595,2.061751914246458,5.277556056881842,1.1527377521613833
8,64,0.07614537328481674,0.07404477149248123,0.5888119926871781,6.1598938976119575,0.5187319884726225
8,32,0.054468534886837006,0.05379537120461464,0.2123661574028982,3.0471980347093743,2.1517771373679153
8,16,0.05900721624493599,0.05849483236670494,0.169444337268489,2.5971571319260636,4.495677233429395
8,8,0.12321308255195618,0.1163303554058075,0.43050822320168197,3.0716208890906143,3.112391930835735
8,4,0.3314162790775299,0.31956467032432556,1.41904963794747,3.8938535703209647,1.5561959654178674
8,2,0.41070982813835144,0.38429027795791626,2.4583573231777716,5.852487029527413,0.7300672430355428
8,1,0.39526399970054626,0.38487696647644043,2.0234242124979382,5.296409871733125,1.1527377521613833
4,64,0.11426414549350739,0.11161037534475327,0.7755620479763732,5.460243141123145,0.6724303554274735
4,32,0.09165632724761963,0.08992678672075272,0.4515433960647722,3.89450500809137,1.1143131604226706
4,16,0.08116623014211655,0.07971473038196564,0.20635859002550325,2.5543560132516108,6.532180595581172
4,8,0.20652702450752258,0.20092423260211945,1.219304570969449,3.978072073053967,1.287223823246878
4,4,0.24424263834953308,0.2503517270088196,1.4051883230423399,4.368006965692735,1.1719500480307397
4,2,0.39615464210510254,0.3835979998111725,2.0049891118067396,5.261688997495127,1.1719500480307397
4,1,0.39973339438438416,0.38252416253089905,4.550313377257856,7.064747634759832,0.3266090297790586
2,64,0.19275687634944916,0.19116324186325073,1.179455864708109,5.183677689178265,0.8453410182516811
2,32,0.15497808158397675,0.15256915986537933,1.02525746317561,4.853577558235453,0.6340057636887608
2,16,0.12593013048171997,0.1243741363286972,0.7603362819969268,3.9246673967326995,0.9798270893371758
2,8,0.25628241896629333,0.25273722410202026,1.0020994564839363,3.567068246342488,2.574447646493756
2,4,0.40221479535102844,0.3847413659095764,2.0202637539976087,5.327572690962653,1.133525456292027
2,2,0.3948650360107422,0.38646867871284485,1.608034241218652,4.630362357596332,1.8059558117195003
2,1,0.40068697929382324,0.3834834694862366,2.0066894398453923,5.296409871733125,1.1527377521613833
1,64,0.25345075130462646,0.25071120262145996,1.391983515366449,4.936376513973363,0.9029779058597501
1,32,0.2283804714679718,0.2252832055091858,1.3057944615531831,4.801767625563369,1.037463976945245
1,16,0.2035735547542572,0.20191632211208344,1.2304804739180064,5.132448103657989,0.9029779058597501
1,8,0.40504613518714905,0.3864242434501648,2.011293631506956,5.296409871733125,1.1527377521613833
1,4,0.3679502606391907,0.3576744496822357,1.9512648147218974,5.657581872741467,1.037463976945245
1,2,0.3938848078250885,0.3836941123008728,1.99825774726823,4.932671493317132,1.248799231508165
1,1,0.40068283677101135,0.3834806978702545,2.0079334988708504,5.327572690962653,1.133525456292027
