latent_dim,step_size,val_loss,test_error,anomaly_threshold,maha_dist_ratio_95,anomaly percent
64,16,0.013311591930687428,0.016612786799669266,0.04340754101713825,3.2109189488880827,3.6695485110470702
64,8,0.01818971149623394,0.021852808073163033,0.046947777250102074,2.730288406881814,6.301633045148895
64,4,0.02751814015209675,0.03186355531215668,0.078061329943668,2.8341509961714,5.898174831892411
64,2,0.06046871468424797,0.06924354285001755,0.11069180934085573,2.47849163673201,11.930835734870318
64,1,0.40686342120170593,0.45691418647766113,1.7531294241323363,5.556260771370997,1.6906820365033621
32,32,0.01937318965792656,0.023563722148537636,0.06565663868429202,3.4928251127839154,3.054755043227666
32,16,0.03275950253009796,0.038171909749507904,0.08779723838278576,2.9859221058370697,5.456292026897215
32,8,0.0522930733859539,0.05895882844924927,0.16186668144946414,2.979269127157118,4.879923150816523
32,4,0.15778769552707672,0.18029659986495972,0.3514062857264735,2.3869442058874997,10.413064361191163
32,2,0.39742130041122437,0.4564809501171112,1.7474181340058619,5.534036752485006,1.7098943323727185
32,1,0.3894290030002594,0.43919703364372253,4.063353961076335,9.276326363955329,0.48030739673390976
16,64,0.05583380535244942,0.0755789577960968,0.24889817664061956,4.748737806226862,1.9596541786743515
16,32,0.052543118596076965,0.06510648131370544,0.1934929397050237,4.086463575745705,2.3439000960614793
16,16,0.055541664361953735,0.061913952231407166,0.16374596884898213,2.9959832568611007,5.091258405379443
16,8,0.09270524233579636,0.10430250316858292,0.2270239713141481,2.532211660374658,8.318924111431317
16,4,0.30697521567344666,0.35325685143470764,1.3072061610491186,4.389909441993192,2.2478386167146973
16,2,0.380889892578125,0.41993391513824463,1.4230863602897654,4.772791048899155,2.3054755043227666
16,1,0.393204927444458,0.4338269531726837,1.7238004734371428,5.534036752485006,1.7098943323727185
8,64,0.07680216431617737,0.1016019731760025,0.3093793031363889,4.743176369778811,2.1517771373679153
8,32,0.05250018835067749,0.06280498951673508,0.18423131432866963,3.5123046513078755,3.131604226705091
8,16,0.05901116505265236,0.06752003729343414,0.18570595410654056,3.1294508786610584,3.976945244956772
8,8,0.11945232003927231,0.13654108345508575,0.305759646808982,2.623796499140703,7.050912584053795
8,4,0.3533584475517273,0.3990451693534851,1.2051843484945997,4.324136937307625,2.7089337175792507
8,2,0.38863736391067505,0.6170953512191772,1.716806499428083,5.455459827055876,1.729106628242075
8,1,0.3929407000541687,0.4484224319458008,1.6274523305702244,5.25174594456657,1.9788664745437081
4,64,0.11302310973405838,0.1394369751214981,0.48616394510946237,4.552484479669878,1.9788664745437081
4,32,0.08900787681341171,0.10404077172279358,0.33284442956518123,3.9882339311837733,2.3439000960614793
4,16,0.08003689348697662,0.08924520760774612,0.1776313640510282,2.4903539363452407,8.645533141210375
4,8,0.12931792438030243,0.1622728705406189,0.4720068807536214,3.2373106646757663,3.688760806916427
4,4,0.369905024766922,0.4300661087036133,1.7641155190437137,5.577542483797957,1.5177713736791547
4,2,0.39384061098098755,0.4329245984554291,1.704266343757998,5.44206614259015,1.7483189241114312
4,1,0.3934434652328491,0.4530889391899109,1.7174877011605918,5.534036752485006,1.7098943323727185
2,64,0.19170132279396057,0.2309960275888443,0.7549462329152556,4.077475762988242,3.0355427473583094
2,32,0.15597985684871674,0.18609072268009186,0.6258866837680472,4.012960230005385,2.420749279538905
2,16,0.13233132660388947,0.16394858062267303,0.48523702722562645,3.300444329707015,3.266090297790586
2,8,0.27651339769363403,0.31305742263793945,0.9459047765711195,4.021077521090802,3.227665706051873
2,4,0.3713226914405823,0.4257187247276306,2.684108500604434,7.883287432822362,0.6147934678194045
2,2,0.4078856110572815,0.45857906341552734,1.3870520330268783,4.754103816071017,2.5936599423631126
2,1,0.3949105739593506,0.4546290636062622,1.716406874716776,5.534036752485006,1.7098943323727185
1,64,0.2528516948223114,0.29121288657188416,0.8240317948072061,3.999899666213376,3.3621517771373677
1,32,0.2182164490222931,0.25957775115966797,0.7642503803282793,3.7364222632458164,3.7463976945244957
1,16,0.20841538906097412,0.24591337144374847,0.7096674976933246,3.943665740745296,3.4390009606147935
1,8,0.4022820293903351,0.4575097858905792,1.7215727026396421,5.534036752485006,1.7098943323727185
1,4,0.3961988091468811,0.4558459520339966,1.7355233584636423,5.534036752485006,1.7098943323727185
1,2,0.39211878180503845,0.450439453125,1.7293071511718594,5.538475297163717,1.6522574447646494
1,1,0.3956895172595978,0.42970794439315796,1.7248266873657774,5.534036752485006,1.7098943323727185
