latent_dim,step_size,val_loss,test_error,anomaly_threshold,maha_dist_ratio_95,anomaly percent
64,16,0.01651979610323906,0.013812447898089886,0.04618781837168322,2.794776019960698,3.0355427473583094
64,8,0.02183300442993641,0.018499156460165977,0.053956925221874334,2.6871015810696552,4.438040345821326
64,4,0.031103404238820076,0.02867070399224758,0.06954001638722998,2.472375830186439,7.204610951008646
64,2,0.06574662774801254,0.06422512233257294,0.16600486525977717,2.4841626172414917,7.204610951008646
64,1,0.4429556131362915,0.382560133934021,1.7317271602704474,4.524965842244729,1.7483189241114312
32,32,0.025825748220086098,0.020046554505825043,0.08767663163926273,3.264376074778903,1.7483189241114312
32,16,0.03982357680797577,0.034963395446538925,0.10342062238197373,2.7592974614113057,4.341978866474544
32,8,0.06130081042647362,0.055880747735500336,0.175746030319523,2.6706930222732788,4.265129682997118
32,4,0.19245630502700806,0.17118427157402039,0.6891461840340103,2.6949384761087045,3.2853025936599423
32,2,0.4229131042957306,0.37287232279777527,1.746657963133994,4.569199928699369,1.6906820365033621
32,1,0.4064697027206421,0.37605345249176025,1.7323308082408666,4.381444162403529,1.633045148895293
16,64,0.07579158246517181,0.05676104873418808,0.2732844065321674,3.9135980787954243,1.633045148895293
16,32,0.05806318297982216,0.05026295408606529,0.1635557195346185,3.0191729016867934,3.1508165225744476
16,16,0.06014861539006233,0.05600781738758087,0.16631211709768484,2.5914469897973995,4.514889529298751
16,8,0.09020958840847015,0.08654281497001648,0.21389167224874303,2.4288115639967622,7.281460134486071
16,4,0.3624870479106903,0.32843077182769775,1.330732745206183,3.3623979281963945,2.036503362151777
16,2,0.40659353137016296,0.3756631314754486,2.914813091287703,5.275443076376743,0.6147934678194045
16,1,0.42798495292663574,0.3799976110458374,1.5796318880154812,4.3484262738196735,2.07492795389049
8,64,0.09668945521116257,0.0745716243982315,0.3635305125720647,4.168816137718561,1.5754082612872238
8,32,0.06321900337934494,0.05542013421654701,0.1787785581357824,2.6980208054931083,3.592699327569645
8,16,0.06019940227270126,0.055315323173999786,0.14449422051748703,2.5113491683419755,5.878962536023055
8,8,0.1533639132976532,0.14012984931468964,0.37140401252528743,2.5646212168609224,5.32180595581172
8,4,0.3587768077850342,0.3300768733024597,1.2425067905949003,3.637697031214746,2.5936599423631126
8,2,0.4246785044670105,0.3792632818222046,1.738382008001758,4.554742439165893,1.729106628242075
8,1,0.5005165934562683,0.37767601013183594,1.7050449629369526,4.538732942480747,1.7675312199807878
4,64,0.13343936204910278,0.11017458885908127,0.43801244262446865,3.7100084024025506,1.921229586935639
4,32,0.10231830179691315,0.09155024588108063,0.32465918485626455,3.2413388433452175,2.7089337175792507
4,16,0.08627516776323318,0.07837717235088348,0.18294194382558904,2.3792522535158374,7.223823246878001
4,8,0.1889636069536209,0.17090094089508057,0.6795694282505538,3.084803907652108,2.3246878001921227
4,4,0.3894200921058655,0.3631137013435364,1.3398546713407506,3.87124896949952,2.6512968299711814
4,2,0.42943689227104187,0.37834468483924866,1.7358244141091927,4.553666033376851,1.729106628242075
4,1,0.434111624956131,0.3832951784133911,1.7340008281295687,4.531429613356653,1.729106628242075
2,64,0.21817325055599213,0.18911917507648468,0.6589965671851707,3.7007774771902007,2.881844380403458
2,32,0.17155276238918304,0.15434013307094574,0.6510559200805465,3.4088711672704313,1.9020172910662825
2,16,0.14586131274700165,0.1281479299068451,0.45705295593264,2.8532293289669712,2.5168107588856867
2,8,0.1937793642282486,0.17213760316371918,0.4598713963728763,2.8169535190928543,6.090297790585975
2,4,0.3962802588939667,0.36814773082733154,1.3677902242900375,4.0927718489524,2.632084534101825
2,2,0.5101853609085083,0.37926751375198364,1.7440965763611842,4.554742439165893,1.729106628242075
2,1,0.434815913438797,0.38064461946487427,1.7317788921722848,4.554742439165893,1.729106628242075
1,64,0.27498215436935425,0.24570082128047943,0.8448788646536449,3.623696946515647,2.824207492795389
1,32,0.24176733195781708,0.21228301525115967,0.8013217945954517,3.5753854361151567,2.7473583093179634
1,16,0.2250073105096817,0.1993679255247116,0.7034279242966742,3.490471780178084,3.227665706051873
1,8,0.4394095838069916,0.38347700238227844,1.7380323916804754,4.554742439165893,1.729106628242075
1,4,0.3497374653816223,0.31679585576057434,1.2377562246703198,3.789787496572353,2.881844380403458
1,2,0.4364968538284302,0.379726767539978,1.7116368849422534,4.498538622841058,1.7098943323727185
1,1,0.4323091208934784,0.38065391778945923,1.7346104278224554,4.509851143386182,1.729106628242075
