,model_A,model_B,mdr_A,mdr_B,K,jaccard_index,overlap_count
1519,"LD=2, SS=32","LD=64, SS=16",4.0203,3.1088,100,0.36054421768707484,53
1522,"LD=2, SS=64","LD=4, SS=1",4.3853,5.525,100,0.47058823529411764,64
1525,"LD=2, SS=64","LD=4, SS=2",4.3853,5.16,100,0.47058823529411764,64
1528,"LD=2, SS=64","LD=4, SS=4",4.3853,4.4068,100,0.41843971631205673,59
1531,"LD=2, SS=64","LD=4, SS=8",4.3853,3.1412,100,0.41843971631205673,59
1534,"LD=2, SS=64","LD=4, SS=16",4.3853,2.5852,100,0.22699386503067484,37
1537,"LD=2, SS=64","LD=4, SS=32",4.3853,3.7566,100,0.3422818791946309,51
1540,"LD=2, SS=64","LD=4, SS=64",4.3853,4.7151,100,0.48148148148148145,65
1543,"LD=2, SS=64","LD=8, SS=1",4.3853,5.1164,100,0.47058823529411764,64
1546,"LD=2, SS=64","LD=8, SS=2",4.3853,5.2656,100,0.45985401459854014,63
1549,"LD=2, SS=64","LD=8, SS=4",4.3853,4.1274,100,0.3986013986013986,57
1552,"LD=2, SS=64","LD=8, SS=8",4.3853,2.9843,100,0.22699386503067484,37
1555,"LD=2, SS=64","LD=8, SS=16",4.3853,2.8322,100,0.2345679012345679,38
1558,"LD=2, SS=64","LD=8, SS=32",4.3853,3.4086,100,0.27388535031847133,43
1561,"LD=2, SS=64","LD=8, SS=64",4.3853,5.0874,100,0.5037593984962406,67
1564,"LD=2, SS=64","LD=16, SS=1",4.3853,5.1203,100,0.45985401459854014,63
1567,"LD=2, SS=64","LD=16, SS=2",4.3853,5.4975,100,0.4492753623188406,62
1570,"LD=2, SS=64","LD=16, SS=4",4.3853,4.3131,100,0.47058823529411764,64
1573,"LD=2, SS=64","LD=16, SS=8",4.3853,2.627,100,0.19760479041916168,33
1576,"LD=2, SS=64","LD=16, SS=16",4.3853,2.8996,100,0.2345679012345679,38
1579,"LD=2, SS=64","LD=16, SS=32",4.3853,3.5236,100,0.3422818791946309,51
1582,"LD=2, SS=64","LD=16, SS=64",4.3853,4.838,100,0.43884892086330934,61
1585,"LD=2, SS=64","LD=32, SS=1",4.3853,6.0802,100,0.43884892086330934,61
1588,"LD=2, SS=64","LD=32, SS=2",4.3853,4.9217,100,0.47058823529411764,64
1591,"LD=2, SS=64","LD=32, SS=4",4.3853,2.7115,100,0.25,40
1594,"LD=2, SS=64","LD=32, SS=8",4.3853,2.9311,100,0.2345679012345679,38
1597,"LD=2, SS=64","LD=32, SS=16",4.3853,3.1822,100,0.27388535031847133,43
1600,"LD=2, SS=64","LD=32, SS=32",4.3853,3.3407,100,0.2987012987012987,46
1603,"LD=2, SS=64","LD=64, SS=1",4.3853,5.1779,100,0.47058823529411764,64
1606,"LD=2, SS=64","LD=64, SS=2",4.3853,2.7685,100,0.25,40
1609,"LD=2, SS=64","LD=64, SS=4",4.3853,3.0636,100,0.21212121212121213,35
1612,"LD=2, SS=64","LD=64, SS=8",4.3853,3.0507,100,0.26582278481012656,42
1615,"LD=2, SS=64","LD=64, SS=16",4.3853,3.1088,100,0.3333333333333333,50
1618,"LD=4, SS=1","LD=4, SS=2",5.525,5.16,100,0.941747572815534,97
1621,"LD=4, SS=1","LD=4, SS=4",5.525,4.4068,100,0.2903225806451613,45
1624,"LD=4, SS=1","LD=4, SS=8",5.525,3.1412,100,0.3698630136986301,54
1627,"LD=4, SS=1","LD=4, SS=16",5.525,2.5852,100,0.19760479041916168,33
1630,"LD=4, SS=1","LD=4, SS=32",5.525,3.7566,100,0.36054421768707484,53
1633,"LD=4, SS=1","LD=4, SS=64",5.525,4.7151,100,0.43884892086330934,61
1636,"LD=4, SS=1","LD=8, SS=1",5.525,5.1164,100,0.941747572815534,97
1639,"LD=4, SS=1","LD=8, SS=2",5.525,5.2656,100,0.8867924528301887,94
1642,"LD=4, SS=1","LD=8, SS=4",5.525,4.1274,100,0.41843971631205673,59
1645,"LD=4, SS=1","LD=8, SS=8",5.525,2.9843,100,0.21212121212121213,35
1648,"LD=4, SS=1","LD=8, SS=16",5.525,2.8322,100,0.19760479041916168,33
1651,"LD=4, SS=1","LD=8, SS=32",5.525,3.4086,100,0.26582278481012656,42
1654,"LD=4, SS=1","LD=8, SS=64",5.525,5.0874,100,0.48148148148148145,65
1657,"LD=4, SS=1","LD=16, SS=1",5.525,5.1203,100,0.8867924528301887,94
1660,"LD=4, SS=1","LD=16, SS=2",5.525,5.4975,100,0.6949152542372882,82
1663,"LD=4, SS=1","LD=16, SS=4",5.525,4.3131,100,0.941747572815534,97
1666,"LD=4, SS=1","LD=16, SS=8",5.525,2.627,100,0.19047619047619047,32
1669,"LD=4, SS=1","LD=16, SS=16",5.525,2.8996,100,0.2345679012345679,38
1672,"LD=4, SS=1","LD=16, SS=32",5.525,3.5236,100,0.35135135135135137,52
1675,"LD=4, SS=1","LD=16, SS=64",5.525,4.838,100,0.41843971631205673,59
1678,"LD=4, SS=1","LD=32, SS=1",5.525,6.0802,100,0.7543859649122807,86
1681,"LD=4, SS=1","LD=32, SS=2",5.525,4.9217,100,0.941747572815534,97
1684,"LD=4, SS=1","LD=32, SS=4",5.525,2.7115,100,0.22699386503067484,37
1687,"LD=4, SS=1","LD=32, SS=8",5.525,2.9311,100,0.2345679012345679,38
1690,"LD=4, SS=1","LD=32, SS=16",5.525,3.1822,100,0.28205128205128205,44
1693,"LD=4, SS=1","LD=32, SS=32",5.525,3.3407,100,0.2903225806451613,45
1696,"LD=4, SS=1","LD=64, SS=1",5.525,5.1779,100,0.941747572815534,97
1699,"LD=4, SS=1","LD=64, SS=2",5.525,2.7685,100,0.22699386503067484,37
1702,"LD=4, SS=1","LD=64, SS=4",5.525,3.0636,100,0.20481927710843373,34
1705,"LD=4, SS=1","LD=64, SS=8",5.525,3.0507,100,0.2578616352201258,41
1708,"LD=4, SS=1","LD=64, SS=16",5.525,3.1088,100,0.30718954248366015,47
1711,"LD=4, SS=2","LD=4, SS=4",5.16,4.4068,100,0.2987012987012987,46
1714,"LD=4, SS=2","LD=4, SS=8",5.16,3.1412,100,0.36054421768707484,53
1717,"LD=4, SS=2","LD=4, SS=16",5.16,2.5852,100,0.19760479041916168,33
1720,"LD=4, SS=2","LD=4, SS=32",5.16,3.7566,100,0.35135135135135137,52
1723,"LD=4, SS=2","LD=4, SS=64",5.16,4.7151,100,0.43884892086330934,61
1726,"LD=4, SS=2","LD=8, SS=1",5.16,5.1164,100,0.941747572815534,97
1729,"LD=4, SS=2","LD=8, SS=2",5.16,5.2656,100,0.9047619047619048,95
1732,"LD=4, SS=2","LD=8, SS=4",5.16,4.1274,100,0.41843971631205673,59
1735,"LD=4, SS=2","LD=8, SS=8",5.16,2.9843,100,0.21212121212121213,35
1738,"LD=4, SS=2","LD=8, SS=16",5.16,2.8322,100,0.19760479041916168,33
1741,"LD=4, SS=2","LD=8, SS=32",5.16,3.4086,100,0.26582278481012656,42
1744,"LD=4, SS=2","LD=8, SS=64",5.16,5.0874,100,0.48148148148148145,65
1747,"LD=4, SS=2","LD=16, SS=1",5.16,5.1203,100,0.9047619047619048,95
1750,"LD=4, SS=2","LD=16, SS=2",5.16,5.4975,100,0.6949152542372882,82
1753,"LD=4, SS=2","LD=16, SS=4",5.16,4.3131,100,0.9607843137254902,98
1756,"LD=4, SS=2","LD=16, SS=8",5.16,2.627,100,0.19047619047619047,32
1759,"LD=4, SS=2","LD=16, SS=16",5.16,2.8996,100,0.2345679012345679,38
1762,"LD=4, SS=2","LD=16, SS=32",5.16,3.5236,100,0.35135135135135137,52
1765,"LD=4, SS=2","LD=16, SS=64",5.16,4.838,100,0.41843971631205673,59
1768,"LD=4, SS=2","LD=32, SS=1",5.16,6.0802,100,0.7543859649122807,86
1771,"LD=4, SS=2","LD=32, SS=2",5.16,4.9217,100,0.9607843137254902,98
1774,"LD=4, SS=2","LD=32, SS=4",5.16,2.7115,100,0.22699386503067484,37
1777,"LD=4, SS=2","LD=32, SS=8",5.16,2.9311,100,0.2345679012345679,38
1780,"LD=4, SS=2","LD=32, SS=16",5.16,3.1822,100,0.28205128205128205,44
1783,"LD=4, SS=2","LD=32, SS=32",5.16,3.3407,100,0.2903225806451613,45
1786,"LD=4, SS=2","LD=64, SS=1",5.16,5.1779,100,0.9607843137254902,98
1789,"LD=4, SS=2","LD=64, SS=2",5.16,2.7685,100,0.22699386503067484,37
1792,"LD=4, SS=2","LD=64, SS=4",5.16,3.0636,100,0.20481927710843373,34
1795,"LD=4, SS=2","LD=64, SS=8",5.16,3.0507,100,0.2578616352201258,41
1798,"LD=4, SS=2","LD=64, SS=16",5.16,3.1088,100,0.30718954248366015,47
1801,"LD=4, SS=4","LD=4, SS=8",4.4068,3.1412,100,0.36054421768707484,53
1804,"LD=4, SS=4","LD=4, SS=16",4.4068,2.5852,100,0.20481927710843373,34
1807,"LD=4, SS=4","LD=4, SS=32",4.4068,3.7566,100,0.2987012987012987,46
1810,"LD=4, SS=4","LD=4, SS=64",4.4068,4.7151,100,0.3888888888888889,56
1813,"LD=4, SS=4","LD=8, SS=1",4.4068,5.1164,100,0.2903225806451613,45
1816,"LD=4, SS=4","LD=8, SS=2",4.4068,5.2656,100,0.2987012987012987,46
1819,"LD=4, SS=4","LD=8, SS=4",4.4068,4.1274,100,0.3422818791946309,51
1822,"LD=4, SS=4","LD=8, SS=8",4.4068,2.9843,100,0.21212121212121213,35
1825,"LD=4, SS=4","LD=8, SS=16",4.4068,2.8322,100,0.2345679012345679,38
1828,"LD=4, SS=4","LD=8, SS=32",4.4068,3.4086,100,0.25,40
1831,"LD=4, SS=4","LD=8, SS=64",4.4068,5.0874,100,0.3888888888888889,56
1834,"LD=4, SS=4","LD=16, SS=1",4.4068,5.1203,100,0.2903225806451613,45
1837,"LD=4, SS=4","LD=16, SS=2",4.4068,5.4975,100,0.3157894736842105,48
1840,"LD=4, SS=4","LD=16, SS=4",4.4068,4.3131,100,0.2903225806451613,45
1843,"LD=4, SS=4","LD=16, SS=8",4.4068,2.627,100,0.19047619047619047,32
1846,"LD=4, SS=4","LD=16, SS=16",4.4068,2.8996,100,0.20481927710843373,34
1849,"LD=4, SS=4","LD=16, SS=32",4.4068,3.5236,100,0.27388535031847133,43
1852,"LD=4, SS=4","LD=16, SS=64",4.4068,4.838,100,0.4084507042253521,58
1855,"LD=4, SS=4","LD=32, SS=1",4.4068,6.0802,100,0.26582278481012656,42
1858,"LD=4, SS=4","LD=32, SS=2",4.4068,4.9217,100,0.2903225806451613,45
1861,"LD=4, SS=4","LD=32, SS=4",4.4068,2.7115,100,0.19760479041916168,33
1864,"LD=4, SS=4","LD=32, SS=8",4.4068,2.9311,100,0.21212121212121213,35
1867,"LD=4, SS=4","LD=32, SS=16",4.4068,3.1822,100,0.2422360248447205,39
1870,"LD=4, SS=4","LD=32, SS=32",4.4068,3.3407,100,0.27388535031847133,43
1873,"LD=4, SS=4","LD=64, SS=1",4.4068,5.1779,100,0.2903225806451613,45
1876,"LD=4, SS=4","LD=64, SS=2",4.4068,2.7685,100,0.20481927710843373,34
1879,"LD=4, SS=4","LD=64, SS=4",4.4068,3.0636,100,0.20481927710843373,34
1882,"LD=4, SS=4","LD=64, SS=8",4.4068,3.0507,100,0.26582278481012656,42
1885,"LD=4, SS=4","LD=64, SS=16",4.4068,3.1088,100,0.3157894736842105,48
1888,"LD=4, SS=8","LD=4, SS=16",3.1412,2.5852,100,0.22699386503067484,37
1891,"LD=4, SS=8","LD=4, SS=32",3.1412,3.7566,100,0.3888888888888889,56
1894,"LD=4, SS=8","LD=4, SS=64",3.1412,4.7151,100,0.4084507042253521,58
1897,"LD=4, SS=8","LD=8, SS=1",3.1412,5.1164,100,0.36054421768707484,53
1900,"LD=4, SS=8","LD=8, SS=2",3.1412,5.2656,100,0.3698630136986301,54
1903,"LD=4, SS=8","LD=8, SS=4",3.1412,4.1274,100,0.3333333333333333,50
1906,"LD=4, SS=8","LD=8, SS=8",3.1412,2.9843,100,0.28205128205128205,44
1909,"LD=4, SS=8","LD=8, SS=16",3.1412,2.8322,100,0.2578616352201258,41
1912,"LD=4, SS=8","LD=8, SS=32",3.1412,3.4086,100,0.2903225806451613,45
1915,"LD=4, SS=8","LD=8, SS=64",3.1412,5.0874,100,0.3793103448275862,55
1918,"LD=4, SS=8","LD=16, SS=1",3.1412,5.1203,100,0.3698630136986301,54
1921,"LD=4, SS=8","LD=16, SS=2",3.1412,5.4975,100,0.3888888888888889,56
1924,"LD=4, SS=8","LD=16, SS=4",3.1412,4.3131,100,0.36054421768707484,53
1927,"LD=4, SS=8","LD=16, SS=8",3.1412,2.627,100,0.21951219512195122,36
1930,"LD=4, SS=8","LD=16, SS=16",3.1412,2.8996,100,0.25,40
1933,"LD=4, SS=8","LD=16, SS=32",3.1412,3.5236,100,0.36054421768707484,53
1936,"LD=4, SS=8","LD=16, SS=64",3.1412,4.838,100,0.3986013986013986,57
1939,"LD=4, SS=8","LD=32, SS=1",3.1412,6.0802,100,0.36054421768707484,53
1942,"LD=4, SS=8","LD=32, SS=2",3.1412,4.9217,100,0.36054421768707484,53
1945,"LD=4, SS=8","LD=32, SS=4",3.1412,2.7115,100,0.21951219512195122,36
1948,"LD=4, SS=8","LD=32, SS=8",3.1412,2.9311,100,0.26582278481012656,42
1951,"LD=4, SS=8","LD=32, SS=16",3.1412,3.1822,100,0.30718954248366015,47
1954,"LD=4, SS=8","LD=32, SS=32",3.1412,3.3407,100,0.30718954248366015,47
1957,"LD=4, SS=8","LD=64, SS=1",3.1412,5.1779,100,0.36054421768707484,53
1960,"LD=4, SS=8","LD=64, SS=2",3.1412,2.7685,100,0.2422360248447205,39
1963,"LD=4, SS=8","LD=64, SS=4",3.1412,3.0636,100,0.22699386503067484,37
1966,"LD=4, SS=8","LD=64, SS=8",3.1412,3.0507,100,0.28205128205128205,44
1969,"LD=4, SS=8","LD=64, SS=16",3.1412,3.1088,100,0.3157894736842105,48
1972,"LD=4, SS=16","LD=4, SS=32",2.5852,3.7566,100,0.43884892086330934,61
1975,"LD=4, SS=16","LD=4, SS=64",2.5852,4.7151,100,0.32450331125827814,49
1978,"LD=4, SS=16","LD=8, SS=1",2.5852,5.1164,100,0.19760479041916168,33
1981,"LD=4, SS=16","LD=8, SS=2",2.5852,5.2656,100,0.20481927710843373,34
1984,"LD=4, SS=16","LD=8, SS=4",2.5852,4.1274,100,0.1695906432748538,29
1987,"LD=4, SS=16","LD=8, SS=8",2.5852,2.9843,100,0.3333333333333333,50
1990,"LD=4, SS=16","LD=8, SS=16",2.5852,2.8322,100,0.3793103448275862,55
1993,"LD=4, SS=16","LD=8, SS=32",2.5852,3.4086,100,0.3422818791946309,51
1996,"LD=4, SS=16","LD=8, SS=64",2.5852,5.0874,100,0.2903225806451613,45
1999,"LD=4, SS=16","LD=16, SS=1",2.5852,5.1203,100,0.19760479041916168,33
2002,"LD=4, SS=16","LD=16, SS=2",2.5852,5.4975,100,0.19047619047619047,32
2005,"LD=4, SS=16","LD=16, SS=4",2.5852,4.3131,100,0.19760479041916168,33
2008,"LD=4, SS=16","LD=16, SS=8",2.5852,2.627,100,0.42857142857142855,60
2011,"LD=4, SS=16","LD=16, SS=16",2.5852,2.8996,100,0.3333333333333333,50
2014,"LD=4, SS=16","LD=16, SS=32",2.5852,3.5236,100,0.3986013986013986,57
2017,"LD=4, SS=16","LD=16, SS=64",2.5852,4.838,100,0.27388535031847133,43
2020,"LD=4, SS=16","LD=32, SS=1",2.5852,6.0802,100,0.1695906432748538,29
2023,"LD=4, SS=16","LD=32, SS=2",2.5852,4.9217,100,0.19760479041916168,33
2026,"LD=4, SS=16","LD=32, SS=4",2.5852,2.7115,100,0.26582278481012656,42
2029,"LD=4, SS=16","LD=32, SS=8",2.5852,2.9311,100,0.3888888888888889,56
2032,"LD=4, SS=16","LD=32, SS=16",2.5852,3.1822,100,0.3422818791946309,51
2035,"LD=4, SS=16","LD=32, SS=32",2.5852,3.3407,100,0.30718954248366015,47
2038,"LD=4, SS=16","LD=64, SS=1",2.5852,5.1779,100,0.19760479041916168,33
2041,"LD=4, SS=16","LD=64, SS=2",2.5852,2.7685,100,0.3157894736842105,48
2044,"LD=4, SS=16","LD=64, SS=4",2.5852,3.0636,100,0.30718954248366015,47
2047,"LD=4, SS=16","LD=64, SS=8",2.5852,3.0507,100,0.28205128205128205,44
2050,"LD=4, SS=16","LD=64, SS=16",2.5852,3.1088,100,0.3422818791946309,51
2053,"LD=4, SS=32","LD=4, SS=64",3.7566,4.7151,100,0.5384615384615384,70
2056,"LD=4, SS=32","LD=8, SS=1",3.7566,5.1164,100,0.36054421768707484,53
2059,"LD=4, SS=32","LD=8, SS=2",3.7566,5.2656,100,0.35135135135135137,52
2062,"LD=4, SS=32","LD=8, SS=4",3.7566,4.1274,100,0.3333333333333333,50
2065,"LD=4, SS=32","LD=8, SS=8",3.7566,2.9843,100,0.3986013986013986,57
2068,"LD=4, SS=32","LD=8, SS=16",3.7566,2.8322,100,0.48148148148148145,65
2071,"LD=4, SS=32","LD=8, SS=32",3.7566,3.4086,100,0.5151515151515151,68
2074,"LD=4, SS=32","LD=8, SS=64",3.7566,5.0874,100,0.48148148148148145,65
2077,"LD=4, SS=32","LD=16, SS=1",3.7566,5.1203,100,0.3698630136986301,54
2080,"LD=4, SS=32","LD=16, SS=2",3.7566,5.4975,100,0.36054421768707484,53
2083,"LD=4, SS=32","LD=16, SS=4",3.7566,4.3131,100,0.36054421768707484,53
2086,"LD=4, SS=32","LD=16, SS=8",3.7566,2.627,100,0.3793103448275862,55
2089,"LD=4, SS=32","LD=16, SS=16",3.7566,2.8996,100,0.3793103448275862,55
2092,"LD=4, SS=32","LD=16, SS=32",3.7566,3.5236,100,0.5625,72
2095,"LD=4, SS=32","LD=16, SS=64",3.7566,4.838,100,0.48148148148148145,65
2098,"LD=4, SS=32","LD=32, SS=1",3.7566,6.0802,100,0.32450331125827814,49
2101,"LD=4, SS=32","LD=32, SS=2",3.7566,4.9217,100,0.36054421768707484,53
2104,"LD=4, SS=32","LD=32, SS=4",3.7566,2.7115,100,0.27388535031847133,43
2107,"LD=4, SS=32","LD=32, SS=8",3.7566,2.9311,100,0.48148148148148145,65
2110,"LD=4, SS=32","LD=32, SS=16",3.7566,3.1822,100,0.41843971631205673,59
2113,"LD=4, SS=32","LD=32, SS=32",3.7566,3.3407,100,0.41843971631205673,59
2116,"LD=4, SS=32","LD=64, SS=1",3.7566,5.1779,100,0.36054421768707484,53
2119,"LD=4, SS=32","LD=64, SS=2",3.7566,2.7685,100,0.36054421768707484,53
2122,"LD=4, SS=32","LD=64, SS=4",3.7566,3.0636,100,0.3793103448275862,55
2125,"LD=4, SS=32","LD=64, SS=8",3.7566,3.0507,100,0.3986013986013986,57
2128,"LD=4, SS=32","LD=64, SS=16",3.7566,3.1088,100,0.41843971631205673,59
2131,"LD=4, SS=64","LD=8, SS=1",4.7151,5.1164,100,0.43884892086330934,61
2134,"LD=4, SS=64","LD=8, SS=2",4.7151,5.2656,100,0.42857142857142855,60
2137,"LD=4, SS=64","LD=8, SS=4",4.7151,4.1274,100,0.35135135135135137,52
2140,"LD=4, SS=64","LD=8, SS=8",4.7151,2.9843,100,0.3422818791946309,51
2143,"LD=4, SS=64","LD=8, SS=16",4.7151,2.8322,100,0.32450331125827814,49
2146,"LD=4, SS=64","LD=8, SS=32",4.7151,3.4086,100,0.3986013986013986,57
2149,"LD=4, SS=64","LD=8, SS=64",4.7151,5.0874,100,0.6260162601626016,77
2152,"LD=4, SS=64","LD=16, SS=1",4.7151,5.1203,100,0.42857142857142855,60
2155,"LD=4, SS=64","LD=16, SS=2",4.7151,5.4975,100,0.41843971631205673,59
2158,"LD=4, SS=64","LD=16, SS=4",4.7151,4.3131,100,0.43884892086330934,61
2161,"LD=4, SS=64","LD=16, SS=8",4.7151,2.627,100,0.2903225806451613,45
2164,"LD=4, SS=64","LD=16, SS=16",4.7151,2.8996,100,0.3333333333333333,50
2167,"LD=4, SS=64","LD=16, SS=32",4.7151,3.5236,100,0.41843971631205673,59
2170,"LD=4, SS=64","LD=16, SS=64",4.7151,4.838,100,0.6129032258064516,76
2173,"LD=4, SS=64","LD=32, SS=1",4.7151,6.0802,100,0.3888888888888889,56
2176,"LD=4, SS=64","LD=32, SS=2",4.7151,4.9217,100,0.43884892086330934,61
2179,"LD=4, SS=64","LD=32, SS=4",4.7151,2.7115,100,0.27388535031847133,43
2182,"LD=4, SS=64","LD=32, SS=8",4.7151,2.9311,100,0.3422818791946309,51
2185,"LD=4, SS=64","LD=32, SS=16",4.7151,3.1822,100,0.35135135135135137,52
2188,"LD=4, SS=64","LD=32, SS=32",4.7151,3.3407,100,0.3698630136986301,54
2191,"LD=4, SS=64","LD=64, SS=1",4.7151,5.1779,100,0.43884892086330934,61
2194,"LD=4, SS=64","LD=64, SS=2",4.7151,2.7685,100,0.3157894736842105,48
2197,"LD=4, SS=64","LD=64, SS=4",4.7151,3.0636,100,0.30718954248366015,47
2200,"LD=4, SS=64","LD=64, SS=8",4.7151,3.0507,100,0.35135135135135137,52
2203,"LD=4, SS=64","LD=64, SS=16",4.7151,3.1088,100,0.4084507042253521,58
2206,"LD=8, SS=1","LD=8, SS=2",5.1164,5.2656,100,0.9047619047619048,95
2209,"LD=8, SS=1","LD=8, SS=4",5.1164,4.1274,100,0.41843971631205673,59
2212,"LD=8, SS=1","LD=8, SS=8",5.1164,2.9843,100,0.21212121212121213,35
2215,"LD=8, SS=1","LD=8, SS=16",5.1164,2.8322,100,0.19760479041916168,33
2218,"LD=8, SS=1","LD=8, SS=32",5.1164,3.4086,100,0.2578616352201258,41
2221,"LD=8, SS=1","LD=8, SS=64",5.1164,5.0874,100,0.4925373134328358,66
2224,"LD=8, SS=1","LD=16, SS=1",5.1164,5.1203,100,0.9047619047619048,95
2227,"LD=8, SS=1","LD=16, SS=2",5.1164,5.4975,100,0.7094017094017094,83
2230,"LD=8, SS=1","LD=16, SS=4",5.1164,4.3131,100,0.9801980198019802,99
2233,"LD=8, SS=1","LD=16, SS=8",5.1164,2.627,100,0.19047619047619047,32
2236,"LD=8, SS=1","LD=16, SS=16",5.1164,2.8996,100,0.2345679012345679,38
2239,"LD=8, SS=1","LD=16, SS=32",5.1164,3.5236,100,0.3422818791946309,51
2242,"LD=8, SS=1","LD=16, SS=64",5.1164,4.838,100,0.41843971631205673,59
2245,"LD=8, SS=1","LD=32, SS=1",5.1164,6.0802,100,0.7391304347826086,85
2248,"LD=8, SS=1","LD=32, SS=2",5.1164,4.9217,100,0.9801980198019802,99
2251,"LD=8, SS=1","LD=32, SS=4",5.1164,2.7115,100,0.22699386503067484,37
2254,"LD=8, SS=1","LD=32, SS=8",5.1164,2.9311,100,0.2345679012345679,38
2257,"LD=8, SS=1","LD=32, SS=16",5.1164,3.1822,100,0.27388535031847133,43
2260,"LD=8, SS=1","LD=32, SS=32",5.1164,3.3407,100,0.28205128205128205,44
2263,"LD=8, SS=1","LD=64, SS=1",5.1164,5.1779,100,0.9801980198019802,99
2266,"LD=8, SS=1","LD=64, SS=2",5.1164,2.7685,100,0.22699386503067484,37
2269,"LD=8, SS=1","LD=64, SS=4",5.1164,3.0636,100,0.20481927710843373,34
2272,"LD=8, SS=1","LD=64, SS=8",5.1164,3.0507,100,0.2578616352201258,41
2275,"LD=8, SS=1","LD=64, SS=16",5.1164,3.1088,100,0.30718954248366015,47
2278,"LD=8, SS=2","LD=8, SS=4",5.2656,4.1274,100,0.41843971631205673,59
2281,"LD=8, SS=2","LD=8, SS=8",5.2656,2.9843,100,0.21951219512195122,36
2284,"LD=8, SS=2","LD=8, SS=16",5.2656,2.8322,100,0.20481927710843373,34
2287,"LD=8, SS=2","LD=8, SS=32",5.2656,3.4086,100,0.27388535031847133,43
2290,"LD=8, SS=2","LD=8, SS=64",5.2656,5.0874,100,0.47058823529411764,64
2293,"LD=8, SS=2","LD=16, SS=1",5.2656,5.1203,100,0.9047619047619048,95
2296,"LD=8, SS=2","LD=16, SS=2",5.2656,5.4975,100,0.7094017094017094,83
2299,"LD=8, SS=2","LD=16, SS=4",5.2656,4.3131,100,0.9230769230769231,96
2302,"LD=8, SS=2","LD=16, SS=8",5.2656,2.627,100,0.19047619047619047,32
2305,"LD=8, SS=2","LD=16, SS=16",5.2656,2.8996,100,0.2345679012345679,38
2308,"LD=8, SS=2","LD=16, SS=32",5.2656,3.5236,100,0.3422818791946309,51
2311,"LD=8, SS=2","LD=16, SS=64",5.2656,4.838,100,0.3986013986013986,57
2314,"LD=8, SS=2","LD=32, SS=1",5.2656,6.0802,100,0.7391304347826086,85
2317,"LD=8, SS=2","LD=32, SS=2",5.2656,4.9217,100,0.9230769230769231,96
2320,"LD=8, SS=2","LD=32, SS=4",5.2656,2.7115,100,0.22699386503067484,37
2323,"LD=8, SS=2","LD=32, SS=8",5.2656,2.9311,100,0.2422360248447205,39
2326,"LD=8, SS=2","LD=32, SS=16",5.2656,3.1822,100,0.28205128205128205,44
2329,"LD=8, SS=2","LD=32, SS=32",5.2656,3.3407,100,0.2987012987012987,46
2332,"LD=8, SS=2","LD=64, SS=1",5.2656,5.1779,100,0.9230769230769231,96
2335,"LD=8, SS=2","LD=64, SS=2",5.2656,2.7685,100,0.22699386503067484,37
2338,"LD=8, SS=2","LD=64, SS=4",5.2656,3.0636,100,0.20481927710843373,34
2341,"LD=8, SS=2","LD=64, SS=8",5.2656,3.0507,100,0.26582278481012656,42
2344,"LD=8, SS=2","LD=64, SS=16",5.2656,3.1088,100,0.3157894736842105,48
2347,"LD=8, SS=4","LD=8, SS=8",4.1274,2.9843,100,0.21951219512195122,36
2350,"LD=8, SS=4","LD=8, SS=16",4.1274,2.8322,100,0.20481927710843373,34
2353,"LD=8, SS=4","LD=8, SS=32",4.1274,3.4086,100,0.26582278481012656,42
2356,"LD=8, SS=4","LD=8, SS=64",4.1274,5.0874,100,0.30718954248366015,47
2359,"LD=8, SS=4","LD=16, SS=1",4.1274,5.1203,100,0.41843971631205673,59
2362,"LD=8, SS=4","LD=16, SS=2",4.1274,5.4975,100,0.45985401459854014,63
2365,"LD=8, SS=4","LD=16, SS=4",4.1274,4.3131,100,0.42857142857142855,60
2368,"LD=8, SS=4","LD=16, SS=8",4.1274,2.627,100,0.17647058823529413,30
2371,"LD=8, SS=4","LD=16, SS=16",4.1274,2.8996,100,0.19760479041916168,33
2374,"LD=8, SS=4","LD=16, SS=32",4.1274,3.5236,100,0.2987012987012987,46
2377,"LD=8, SS=4","LD=16, SS=64",4.1274,4.838,100,0.35135135135135137,52
2380,"LD=8, SS=4","LD=32, SS=1",4.1274,6.0802,100,0.3698630136986301,54
2383,"LD=8, SS=4","LD=32, SS=2",4.1274,4.9217,100,0.42857142857142855,60
2386,"LD=8, SS=4","LD=32, SS=4",4.1274,2.7115,100,0.16279069767441862,28
2389,"LD=8, SS=4","LD=32, SS=8",4.1274,2.9311,100,0.19760479041916168,33
2392,"LD=8, SS=4","LD=32, SS=16",4.1274,3.1822,100,0.2578616352201258,41
2395,"LD=8, SS=4","LD=32, SS=32",4.1274,3.3407,100,0.26582278481012656,42
2398,"LD=8, SS=4","LD=64, SS=1",4.1274,5.1779,100,0.42857142857142855,60
2401,"LD=8, SS=4","LD=64, SS=2",4.1274,2.7685,100,0.1834319526627219,31
2404,"LD=8, SS=4","LD=64, SS=4",4.1274,3.0636,100,0.1834319526627219,31
2407,"LD=8, SS=4","LD=64, SS=8",4.1274,3.0507,100,0.2422360248447205,39
2410,"LD=8, SS=4","LD=64, SS=16",4.1274,3.1088,100,0.2578616352201258,41
2413,"LD=8, SS=8","LD=8, SS=16",2.9843,2.8322,100,0.35135135135135137,52
